"film_id","title","min_duration","max_duration","avg_duration","min_rental_rate","max_rental_rate","avg_rental_rate","min_length","max_length","avg_length","min_replacement_cost","max_replacement_cost","avg_replacement_cost","mode_year","mode_language_id","mode_rating"
19,"Amadeus Holy",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,113,113,113.0000000000000000,20.99,20.99,20.9900000000000000,2006,1,"PG"
20,"Amelie Hellfighters",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,79,79,79.0000000000000000,23.99,23.99,23.9900000000000000,2006,1,"R"
21,"American Circus",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,129,129,129.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"R"
22,"Amistad Midsummer",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,85,85,85.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"G"
23,"Anaconda Confessions",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,92,92,92.0000000000000000,9.99,9.99,9.9900000000000000,2006,1,"R"
24,"Analyze Hoosiers",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,181,181,181.0000000000000000,19.99,19.99,19.9900000000000000,2006,1,"R"
25,"Angels Life",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,74,74,74.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"G"
26,"Annie Identity",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,86,86,86.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"G"
27,"Anonymous Human",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,179,179,179.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"NC-17"
28,"Anthem Luke",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,91,91,91.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"PG-13"
29,"Antitrust Tomatoes",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,168,168,168.0000000000000000,11.99,11.99,11.9900000000000000,2006,1,"NC-17"
30,"Anything Savannah",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,82,82,82.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"R"
31,"Apache Divine",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,92,92,92.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"NC-17"
32,"Apocalypse Flamingos",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,119,119,119.0000000000000000,11.99,11.99,11.9900000000000000,2006,1,"R"
33,"Apollo Teen",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,153,153,153.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"PG-13"
34,"Arabia Dogma",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,62,62,62.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"NC-17"
35,"Arachnophobia Rollercoaster",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,147,147,147.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"PG-13"
36,"Argonauts Town",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,127,127,127.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"PG-13"
37,"Arizona Bang",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,121,121,121.0000000000000000,28.99,28.99,28.9900000000000000,2006,1,"PG"
38,"Ark Ridgemont",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,68,68,68.0000000000000000,25.99,25.99,25.9900000000000000,2006,1,"NC-17"
39,"Armageddon Lost",5,5,5.0000000000000000,0.99,0.99,0.99000000000000000000,99,99,99.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"G"
40,"Army Flintstones",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,148,148,148.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"R"
41,"Arsenic Independence",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,137,137,137.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"PG"
42,"Artist Coldblooded",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,170,170,170.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"NC-17"
43,"Atlantis Cause",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,170,170,170.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"G"
44,"Attacks Hate",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,113,113,113.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"PG-13"
45,"Attraction Newton",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,83,83,83.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"PG-13"
46,"Autumn Crow",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,108,108,108.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"G"
47,"Baby Hall",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,153,153,153.0000000000000000,23.99,23.99,23.9900000000000000,2006,1,"NC-17"
48,"Backlash Undefeated",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,118,118,118.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"PG-13"
49,"Badman Dawn",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,162,162,162.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"R"
50,"Baked Cleopatra",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,182,182,182.0000000000000000,20.99,20.99,20.9900000000000000,2006,1,"G"
51,"Balloon Homeward",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,75,75,75.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"NC-17"
52,"Ballroom Mockingbird",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,173,173,173.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"G"
53,"Bang Kwai",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,87,87,87.0000000000000000,25.99,25.99,25.9900000000000000,2006,1,"NC-17"
54,"Banger Pinocchio",5,5,5.0000000000000000,0.99,0.99,0.99000000000000000000,113,113,113.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"R"
55,"Barbarella Streetcar",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,65,65,65.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"G"
56,"Barefoot Manchurian",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,129,129,129.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"G"
57,"Basic Easy",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,90,90,90.0000000000000000,18.99,18.99,18.9900000000000000,2006,1,"PG-13"
58,"Beach Heartbreakers",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,122,122,122.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"G"
59,"Bear Graceland",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,160,160,160.0000000000000000,20.99,20.99,20.9900000000000000,2006,1,"R"
60,"Beast Hunchback",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,89,89,89.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"R"
61,"Beauty Grease",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,175,175,175.0000000000000000,28.99,28.99,28.9900000000000000,2006,1,"G"
62,"Bed Highball",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,106,106,106.0000000000000000,23.99,23.99,23.9900000000000000,2006,1,"NC-17"
63,"Bedazzled Married",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,73,73,73.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"PG"
64,"Beethoven Exorcist",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,151,151,151.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"PG-13"
65,"Behavior Runaway",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,100,100,100.0000000000000000,20.99,20.99,20.9900000000000000,2006,1,"PG"
66,"Beneath Rush",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,53,53,53.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"NC-17"
67,"Berets Agent",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,77,77,77.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"PG-13"
68,"Betrayed Rear",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,122,122,122.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"NC-17"
69,"Beverly Outlaw",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,85,85,85.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"R"
70,"Bikini Borrowers",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,142,142,142.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"NC-17"
71,"Bilko Anonymous",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,100,100,100.0000000000000000,25.99,25.99,25.9900000000000000,2006,1,"PG-13"
72,"Bill Others",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,93,93,93.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"PG"
73,"Bingo Talented",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,150,150,150.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"PG-13"
74,"Birch Antitrust",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,162,162,162.0000000000000000,18.99,18.99,18.9900000000000000,2006,1,"PG"
75,"Bird Independence",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,163,163,163.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"G"
76,"Birdcage Casper",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,103,103,103.0000000000000000,23.99,23.99,23.9900000000000000,2006,1,"NC-17"
77,"Birds Perdition",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,61,61,61.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"G"
78,"Blackout Private",7,7,7.0000000000000000,2.99,2.99,2.9900000000000000,85,85,85.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"PG"
79,"Blade Polish",5,5,5.0000000000000000,0.99,0.99,0.99000000000000000000,114,114,114.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"PG-13"
80,"Blanket Beverly",7,7,7.0000000000000000,2.99,2.99,2.9900000000000000,148,148,148.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"G"
81,"Blindness Gun",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,103,103,103.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"PG-13"
82,"Blood Argonauts",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,71,71,71.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"G"
83,"Blues Instinct",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,50,50,50.0000000000000000,18.99,18.99,18.9900000000000000,2006,1,"G"
84,"Boiled Dares",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,102,102,102.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"PG"
85,"Bonnie Holocaust",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,63,63,63.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"G"
86,"Boogie Amelie",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,121,121,121.0000000000000000,11.99,11.99,11.9900000000000000,2006,1,"R"
87,"Boondock Ballroom",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,76,76,76.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"NC-17"
88,"Born Spinal",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,179,179,179.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"PG"
89,"Borrowers Bedazzled",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,63,63,63.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"G"
90,"Boulevard Mob",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,63,63,63.0000000000000000,11.99,11.99,11.9900000000000000,2006,1,"R"
91,"Bound Cheaper",5,5,5.0000000000000000,0.99,0.99,0.99000000000000000000,98,98,98.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"PG"
92,"Bowfinger Gables",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,72,72,72.0000000000000000,19.99,19.99,19.9900000000000000,2006,1,"NC-17"
93,"Brannigan Sunrise",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,121,121,121.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"PG"
94,"Braveheart Human",7,7,7.0000000000000000,2.99,2.99,2.9900000000000000,176,176,176.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"PG-13"
95,"Breakfast Goldfinger",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,123,123,123.0000000000000000,18.99,18.99,18.9900000000000000,2006,1,"G"
96,"Breaking Home",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,169,169,169.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"PG-13"
97,"Bride Intrigue",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,56,56,56.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"G"
98,"Bright Encounters",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,73,73,73.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"PG-13"
99,"Bringing Hysterical",7,7,7.0000000000000000,2.99,2.99,2.9900000000000000,136,136,136.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"PG"
100,"Brooklyn Desert",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,161,161,161.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"R"
101,"Brotherhood Blanket",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,73,73,73.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"R"
102,"Bubble Grosse",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,60,60,60.0000000000000000,20.99,20.99,20.9900000000000000,2006,1,"R"
103,"Bucket Brotherhood",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,133,133,133.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"PG"
104,"Bugsy Song",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,119,119,119.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"G"
105,"Bull Shawshank",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,125,125,125.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"NC-17"
106,"Bulworth Commandments",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,61,61,61.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"G"
107,"Bunch Minds",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,63,63,63.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"G"
108,"Butch Panther",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,67,67,67.0000000000000000,19.99,19.99,19.9900000000000000,2006,1,"PG-13"
109,"Butterfly Chocolat",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,89,89,89.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"G"
110,"Cabin Flash",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,53,53,53.0000000000000000,25.99,25.99,25.9900000000000000,2006,1,"NC-17"
111,"Caddyshack Jedi",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,52,52,52.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"NC-17"
112,"Calendar Gunfight",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,120,120,120.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"NC-17"
113,"California Birds",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,75,75,75.0000000000000000,19.99,19.99,19.9900000000000000,2006,1,"NC-17"
114,"Camelot Vacation",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,61,61,61.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"NC-17"
115,"Campus Remember",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,167,167,167.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"R"
116,"Candidate Perdition",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,70,70,70.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"R"
117,"Candles Grapes",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,135,135,135.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"NC-17"
118,"Canyon Stock",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,85,85,85.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"R"
119,"Caper Motions",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,176,176,176.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"G"
120,"Caribbean Liberty",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,92,92,92.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"NC-17"
121,"Carol Texas",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,151,151,151.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"PG"
122,"Carrie Bunch",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,114,114,114.0000000000000000,11.99,11.99,11.9900000000000000,2006,1,"PG"
123,"Casablanca Super",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,85,85,85.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"G"
124,"Casper Dragonfly",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,163,163,163.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"PG-13"
125,"Cassidy Wyoming",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,61,61,61.0000000000000000,19.99,19.99,19.9900000000000000,2006,1,"NC-17"
126,"Casualties Encino",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,179,179,179.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"G"
127,"Cat Coneheads",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,112,112,112.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"G"
128,"Catch Amistad",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,183,183,183.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"G"
129,"Cause Date",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,179,179,179.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"R"
130,"Celebrity Horn",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,110,110,110.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"PG-13"
131,"Center Dinosaur",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,152,152,152.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"PG"
132,"Chainsaw Uptown",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,114,114,114.0000000000000000,25.99,25.99,25.9900000000000000,2006,1,"PG"
133,"Chamber Italian",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,117,117,117.0000000000000000,14.99,14.99,14.9900000000000000,2006,1,"NC-17"
134,"Champion Flatliners",4,4,4.0000000000000000,4.99,4.99,4.9900000000000000,51,51,51.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"PG"
135,"Chance Resurrection",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,70,70,70.0000000000000000,22.99,22.99,22.9900000000000000,2006,1,"R"
136,"Chaplin License",7,7,7.0000000000000000,2.99,2.99,2.9900000000000000,146,146,146.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"NC-17"
137,"Charade Duffel",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,66,66,66.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"PG"
138,"Chariots Conspiracy",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,71,71,71.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"R"
139,"Chasing Fight",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,114,114,114.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"PG"
140,"Cheaper Clyde",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,87,87,87.0000000000000000,23.99,23.99,23.9900000000000000,2006,1,"G"
141,"Chicago North",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,185,185,185.0000000000000000,11.99,11.99,11.9900000000000000,2006,1,"PG-13"
142,"Chicken Hellfighters",3,3,3.0000000000000000,0.99,0.99,0.99000000000000000000,122,122,122.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"PG"
143,"Chill Luck",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,142,142,142.0000000000000000,17.99,17.99,17.9900000000000000,2006,1,"PG"
144,"Chinatown Gladiator",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,61,61,61.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"PG"
145,"Chisum Behavior",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,124,124,124.0000000000000000,25.99,25.99,25.9900000000000000,2006,1,"G"
146,"Chitty Lock",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,107,107,107.0000000000000000,24.99,24.99,24.9900000000000000,2006,1,"G"
147,"Chocolat Harry",5,5,5.0000000000000000,0.99,0.99,0.99000000000000000000,101,101,101.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"NC-17"
148,"Chocolate Duck",3,3,3.0000000000000000,2.99,2.99,2.9900000000000000,132,132,132.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"R"
149,"Christmas Moonshine",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,150,150,150.0000000000000000,21.99,21.99,21.9900000000000000,2006,1,"NC-17"
150,"Cider Desire",7,7,7.0000000000000000,2.99,2.99,2.9900000000000000,101,101,101.0000000000000000,9.99,9.99,9.9900000000000000,2006,1,"PG"
151,"Cincinatti Whisperer",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,143,143,143.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"NC-17"
152,"Circus Youth",5,5,5.0000000000000000,2.99,2.99,2.9900000000000000,90,90,90.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"PG-13"
153,"Citizen Shrek",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,165,165,165.0000000000000000,18.99,18.99,18.9900000000000000,2006,1,"G"
154,"Clash Freddy",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,81,81,81.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"G"
155,"Cleopatra Devil",6,6,6.0000000000000000,0.99,0.99,0.99000000000000000000,150,150,150.0000000000000000,26.99,26.99,26.9900000000000000,2006,1,"PG-13"
156,"Clerks Angels",3,3,3.0000000000000000,4.99,4.99,4.9900000000000000,164,164,164.0000000000000000,15.99,15.99,15.9900000000000000,2006,1,"G"
157,"Clockwork Paradise",7,7,7.0000000000000000,0.99,0.99,0.99000000000000000000,143,143,143.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"PG-13"
158,"Clones Pinocchio",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,124,124,124.0000000000000000,16.99,16.99,16.9900000000000000,2006,1,"R"
159,"Closer Bang",5,5,5.0000000000000000,4.99,4.99,4.9900000000000000,58,58,58.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"R"
160,"Club Graffiti",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,65,65,65.0000000000000000,12.99,12.99,12.9900000000000000,2006,1,"PG-13"
161,"Clue Grail",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,70,70,70.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"NC-17"
162,"Clueless Bucket",4,4,4.0000000000000000,2.99,2.99,2.9900000000000000,95,95,95.0000000000000000,13.99,13.99,13.9900000000000000,2006,1,"R"
163,"Clyde Theory",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,139,139,139.0000000000000000,29.99,29.99,29.9900000000000000,2006,1,"PG-13"
164,"Coast Rainbow",4,4,4.0000000000000000,0.99,0.99,0.99000000000000000000,55,55,55.0000000000000000,20.99,20.99,20.9900000000000000,2006,1,"PG"
165,"Coldblooded Darling",7,7,7.0000000000000000,4.99,4.99,4.9900000000000000,70,70,70.0000000000000000,27.99,27.99,27.9900000000000000,2006,1,"G"
166,"Color Philadelphia",6,6,6.0000000000000000,2.99,2.99,2.9900000000000000,149,149,149.0000000000000000,19.99,19.99,19.9900000000000000,2006,1,"G"
167,"Coma Head",6,6,6.0000000000000000,4.99,4.99,4.9900000000000000,109,109,109.0000000000000000,10.99,10.99,10.9900000000000000,2006,1,"NC-17"
