"film_id","title","name","revenue","mode_year","mode_language_id","mode_rating"
220,"Deer Virginian","Music",56.81,2006,1,"NC-17"
181,"Contact Anonymous","Travel",56.81,2006,1,"PG-13"
835,"Spy Mile","Games",56.81,2006,1,"PG-13"
159,"Closer Bang","Comedy",55.92,2006,1,"R"
563,"Massacre Usual","Games",55.92,2006,1,"R"
879,"Telegraph Voyage","Music",54.95,2006,1,"PG"
764,"Saturday Lambs","Sports",54.95,2006,1,"G"
578,"Million Ace","Classics",54.89,2006,1,"PG-13"
369,"Goodfellas Salute","Sci-Fi",54.89,2006,1,"PG"
803,"Slacker Liaisons","Drama",54.89,2006,1,"R"
710,"Rage Games","Family",54.89,2006,1,"R"
347,"Games Bowfinger","Travel",54.89,2006,1,"PG-13"
814,"Snatch Slipper","Comedy",54.89,2006,1,"PG"
785,"Shawshank Bubble","Travel",54.89,2006,1,"PG"
244,"Dorado Notting","Music",54.89,2006,1,"NC-17"
648,"Outlaw Hanky","Travel",54.89,2006,1,"PG-13"
455,"Impossible Prejudice","Foreign",54.89,2006,1,"NC-17"
284,"Enemy Odds","Music",54.89,2006,1,"NC-17"
611,"Musketeers Wait","Classics",54.89,2006,1,"PG"
838,"Stagecoach Armageddon","Action",54.89,2006,1,"R"
755,"Sabrina Midnight","Children",54.89,2006,1,"PG"
944,"Virgin Daisy","Drama",54.89,2006,1,"PG-13"
300,"Falcon Volume","Animation",54.89,2006,1,"PG-13"
7,"Airplane Sierra","Comedy",54.89,2006,1,"PG-13"
408,"Head Stranger","Games",54.89,2006,1,"R"
694,"Prejudice Oleander","Classics",54.89,2006,1,"PG-13"
518,"Liaisons Sweet","Travel",54.89,2006,1,"PG"
486,"Jet Neighbors","Foreign",54.89,2006,1,"R"
893,"Titans Jerk","Sci-Fi",53.94,2006,1,"PG"
460,"Innocent Usual","Foreign",53.94,2006,1,"PG-13"
361,"Gleaming Jawbreaker","Sports",53.91,2006,1,"NC-17"
154,"Clash Freddy","Animation",53.82,2006,1,"G"
471,"Island Exorcist","Classics",53.82,2006,1,"NC-17"
235,"Divide Monster","Sci-Fi",53.82,2006,1,"PG-13"
554,"Malkovich Pet","Classics",53.82,2006,1,"G"
356,"Giant Troopers","Children",50.83,2006,1,"R"
993,"Wrong Behavior","Children",50.83,2006,1,"PG-13"
958,"Wardrobe Phantom","Drama",50.83,2006,1,"G"
800,"Sinners Atlantis","Horror",50.83,2006,1,"PG-13"
78,"Blackout Private","Animation",50.83,2006,1,"PG"
408,"Head Stranger","Games",49.95,2006,1,"R"
506,"Lady Stage","Horror",49.95,2006,1,"PG"
342,"Fugitive Maguire","Travel",49.90,2006,1,"R"
865,"Sunrise League","Animation",49.90,2006,1,"PG-13"
173,"Confessions Maguire","Drama",49.90,2006,1,"PG-13"
421,"Holiday Games","Foreign",49.90,2006,1,"PG-13"
398,"Hanover Galaxy","Music",49.90,2006,1,"NC-17"
725,"Requiem Tycoon","Classics",49.90,2006,1,"R"
985,"Wonderland Christmas","Sci-Fi",49.90,2006,1,"PG"
392,"Hall Cassidy","Children",49.90,2006,1,"NC-17"
381,"Grinch Massage","Games",49.90,2006,1,"R"
159,"Closer Bang","Comedy",49.90,2006,1,"R"
420,"Holes Brannigan","Sports",49.90,2006,1,"PG"
706,"Queen Luke","Drama",49.90,2006,1,"PG"
938,"Velvet Terminator","Comedy",49.90,2006,1,"R"
510,"Lawless Vision","Animation",49.90,2006,1,"G"
512,"League Hellfighters","Classics",49.90,2006,1,"PG-13"
791,"Show Lord","Documentary",49.90,2006,1,"PG-13"
929,"Usual Untouchables","Foreign",49.90,2006,1,"PG-13"
141,"Chicago North","Games",49.90,2006,1,"PG-13"
691,"Poseidon Forever","Sports",49.90,2006,1,"PG-13"
805,"Sleepless Monsoon","Animation",49.90,2006,1,"G"
139,"Chasing Fight","Family",49.90,2006,1,"PG"
77,"Birds Perdition","New",49.90,2006,1,"G"
893,"Titans Jerk","Sci-Fi",49.90,2006,1,"PG"
251,"Dragonfly Strangers","New",49.90,2006,1,"NC-17"
81,"Blindness Gun","Sci-Fi",49.90,2006,1,"PG-13"
661,"Past Suicides","Foreign",49.90,2006,1,"PG-13"
1000,"Zorro Ark","Comedy",49.90,2006,1,"NC-17"
92,"Bowfinger Gables","Horror",49.90,2006,1,"NC-17"
844,"Steers Armageddon","Sports",49.90,2006,1,"PG"
596,"Moonshine Cabin","Games",49.90,2006,1,"PG-13"
265,"Dying Maker","Comedy",49.90,2006,1,"PG"
271,"Easy Gladiator","Action",48.93,2006,1,"G"
483,"Jericho Mulan","Games",47.94,2006,1,"NC-17"
757,"Sagebrush Clueless","Documentary",47.94,2006,1,"G"
138,"Chariots Conspiracy","Sci-Fi",47.84,2006,1,"R"
22,"Amistad Midsummer","New",47.84,2006,1,"G"
443,"Hurricane Affair","Comedy",47.84,2006,1,"PG"
378,"Greatest North","Music",47.84,2006,1,"NC-17"
773,"Seabiscuit Punk","Sports",47.84,2006,1,"NC-17"
437,"House Dynamite","Family",47.84,2006,1,"R"
880,"Telemark Heartbreakers","Animation",47.84,2006,1,"PG-13"
365,"Gold River","Comedy",44.95,2006,1,"R"
778,"Secrets Paradise","Family",44.95,2006,1,"G"
129,"Cause Date","Documentary",44.95,2006,1,"R"
879,"Telegraph Voyage","Music",44.95,2006,1,"PG"
734,"Road Roxanne","Documentary",44.95,2006,1,"R"
670,"Pelican Comforts","Documentary",44.95,2006,1,"PG"
145,"Chisum Behavior","Family",44.91,2006,1,"G"
639,"Opposite Necklace","Family",44.91,2006,1,"PG"
229,"Devil Desire","Action",44.91,2006,1,"R"
226,"Destiny Saturday","New",44.91,2006,1,"G"
956,"Wanda Chamber","Games",44.91,2006,1,"PG-13"
294,"Expecations Natural","Travel",44.91,2006,1,"PG-13"
897,"Torque Bound","Drama",44.91,2006,1,"G"
686,"Pluto Oleander","New",44.91,2006,1,"R"
243,"Doors President","Animation",44.91,2006,1,"NC-17"
980,"Wizard Coldblooded","Music",44.91,2006,1,"PG"
680,"Pinocchio Simon","Comedy",44.91,2006,1,"PG"
469,"Iron Moon","Classics",44.91,2006,1,"PG"
818,"Something Duck","Drama",44.91,2006,1,"NC-17"
527,"Lola Agent","Horror",44.91,2006,1,"PG"
336,"French Holiday","Documentary",44.91,2006,1,"PG"
385,"Groundhog Uncut","Comedy",44.91,2006,1,"PG-13"
655,"Panther Reds","Sci-Fi",44.91,2006,1,"NC-17"
219,"Deep Crusade","Documentary",44.91,2006,1,"PG-13"
112,"Calendar Gunfight","Foreign",44.91,2006,1,"NC-17"
222,"Desert Poseidon","Horror",44.91,2006,1,"R"
165,"Coldblooded Darling","Sci-Fi",44.91,2006,1,"G"
765,"Saturn Name","Comedy",44.91,2006,1,"R"
450,"Idols Snatchers","Children",44.85,2006,1,"NC-17"
937,"Varsity Trip","New",44.85,2006,1,"NC-17"
468,"Invasion Cyclone","Children",44.85,2006,1,"PG"
391,"Half Outfield","Family",44.85,2006,1,"PG-13"
897,"Torque Bound","Drama",43.96,2006,1,"G"
120,"Caribbean Liberty","Sports",43.96,2006,1,"NC-17"
580,"Mine Titans","New",43.96,2006,1,"PG-13"
919,"Tycoon Gathering","Games",43.96,2006,1,"G"
71,"Bilko Anonymous","Family",43.96,2006,1,"PG-13"
973,"Wife Turn","Documentary",43.96,2006,1,"NC-17"
972,"Whisperer Giant","Sci-Fi",41.94,2006,1,"PG-13"
973,"Wife Turn","Documentary",41.94,2006,1,"NC-17"
109,"Butterfly Chocolat","New",41.94,2006,1,"G"
116,"Candidate Perdition","Classics",41.94,2006,1,"R"
139,"Chasing Fight","Family",41.94,2006,1,"PG"
989,"Working Microcosmos","Travel",41.94,2006,1,"R"
624,"Nightmare Chill","Games",41.93,2006,1,"PG"
73,"Bingo Talented","Sci-Fi",41.93,2006,1,"PG-13"
902,"Trading Pinocchio","Sports",41.93,2006,1,"PG"
806,"Sleepy Japanese","New",41.93,2006,1,"PG"
252,"Dream Pickup","Action",41.86,2006,1,"PG"
353,"Gentlemen Stage","Foreign",41.86,2006,1,"NC-17"
608,"Murder Antitrust","Children",41.86,2006,1,"PG"
193,"Crossroads Casualties","Animation",41.86,2006,1,"G"
645,"Others Soup","Travel",41.86,2006,1,"PG"
445,"Hyde Doctor","Classics",41.86,2006,1,"G"
43,"Atlantis Cause","Family",41.86,2006,1,"G"
428,"Homicide Peach","Family",41.86,2006,1,"PG-13"
331,"Forward Temple","Games",41.86,2006,1,"NC-17"
624,"Nightmare Chill","Games",39.96,2006,1,"PG"
715,"Range Moonwalker","Family",39.96,2006,1,"PG"
267,"Eagles Panky","New",39.96,2006,1,"NC-17"
216,"Day Unfaithful","New",39.96,2006,1,"G"
670,"Pelican Comforts","Documentary",39.96,2006,1,"PG"
818,"Something Duck","Drama",39.96,2006,1,"NC-17"
682,"Pittsburgh Hunchback","Family",39.95,2006,1,"PG-13"
811,"Smile Earring","Travel",39.95,2006,1,"G"
444,"Hustler Party","Comedy",39.95,2006,1,"NC-17"
369,"Goodfellas Salute","Sci-Fi",39.95,2006,1,"PG"
327,"Fool Mockingbird","Action",39.95,2006,1,"PG"
759,"Salute Apollo","New",39.95,2006,1,"R"
370,"Gorgeous Bingo","Children",39.95,2006,1,"R"
892,"Titanic Boondock","Animation",39.92,2006,1,"R"
487,"Jingle Sagebrush","Classics",39.92,2006,1,"PG-13"
898,"Tourist Pelican","Sports",39.92,2006,1,"PG-13"
957,"War Notting","Foreign",39.92,2006,1,"G"
28,"Anthem Luke","Comedy",39.92,2006,1,"PG-13"
780,"Sensibility Rear","Family",39.92,2006,1,"PG"
731,"Right Cranes","Classics",39.92,2006,1,"PG-13"
764,"Saturday Lambs","Sports",39.92,2006,1,"G"
460,"Innocent Usual","Foreign",39.92,2006,1,"PG-13"
426,"Home Pity","Music",39.92,2006,1,"R"
439,"Hunchback Impossible","Drama",39.92,2006,1,"PG-13"
422,"Hollow Jeopardy","Sci-Fi",39.92,2006,1,"NC-17"
207,"Dangerous Uptown","Foreign",39.92,2006,1,"PG"
70,"Bikini Borrowers","Animation",39.92,2006,1,"NC-17"
777,"Secretary Rouge","Sports",39.92,2006,1,"PG"
446,"Hysterical Grail","Sports",39.92,2006,1,"PG"
905,"Trainspotting Strangers","Comedy",39.92,2006,1,"PG-13"
68,"Betrayed Rear","Children",39.92,2006,1,"NC-17"
313,"Fidelity Devil","Horror",39.92,2006,1,"G"
588,"Model Fish","Children",39.92,2006,1,"NC-17"
135,"Chance Resurrection","Sports",39.92,2006,1,"R"
570,"Mermaid Insects","Sports",39.92,2006,1,"NC-17"
203,"Daisy Menagerie","Sci-Fi",39.92,2006,1,"G"
465,"Interview Liaisons","New",39.92,2006,1,"R"
846,"Sting Personal","New",39.92,2006,1,"NC-17"
858,"Submarine Bed","Comedy",39.92,2006,1,"R"
215,"Dawn Pond","Games",39.92,2006,1,"PG"
190,"Creepers Kane","Classics",39.92,2006,1,"NC-17"
133,"Chamber Italian","Music",39.92,2006,1,"NC-17"
670,"Pelican Comforts","Documentary",39.92,2006,1,"PG"
515,"Legally Secretary","Children",39.92,2006,1,"PG"
305,"Fatal Haunted","New",38.87,2006,1,"PG"
380,"Greek Everyone","Foreign",38.87,2006,1,"PG"
447,"Ice Crossing","Games",38.87,2006,1,"R"
784,"Shanghai Tycoon","Travel",38.87,2006,1,"PG"
4,"Affair Prejudice","Horror",38.87,2006,1,"G"
49,"Badman Dawn","Sci-Fi",38.87,2006,1,"R"
514,"Lebowski Soldiers","Drama",38.87,2006,1,"PG-13"
526,"Lock Rear","Travel",38.87,2006,1,"R"
333,"Freaky Pocus","Music",38.87,2006,1,"R"
690,"Pond Seattle","Animation",38.87,2006,1,"PG-13"
67,"Berets Agent","Action",38.87,2006,1,"PG-13"
72,"Bill Others","Documentary",38.87,2006,1,"PG"
986,"Wonka Sea","Animation",38.87,2006,1,"NC-17"
760,"Samurai Lion","New",38.87,2006,1,"G"
286,"Enough Raging","Travel",38.87,2006,1,"NC-17"
462,"Insider Arizona","Music",38.87,2006,1,"NC-17"
709,"Racer Egg","Drama",38.87,2006,1,"NC-17"
972,"Whisperer Giant","Sci-Fi",35.96,2006,1,"PG-13"
579,"Minds Truman","Action",35.96,2006,1,"PG-13"
771,"Scorpion Apollo","Drama",35.96,2006,1,"NC-17"
175,"Confused Candles","Family",35.96,2006,1,"PG-13"
21,"American Circus","Action",35.96,2006,1,"R"
444,"Hustler Party","Comedy",35.96,2006,1,"NC-17"
215,"Dawn Pond","Games",35.96,2006,1,"PG"
98,"Bright Encounters","Drama",35.96,2006,1,"PG-13"
403,"Harry Idaho","Drama",35.96,2006,1,"PG-13"
69,"Beverly Outlaw","Sci-Fi",35.96,2006,1,"R"
313,"Fidelity Devil","Horror",35.96,2006,1,"G"
320,"Flamingos Connecticut","New",35.96,2006,1,"PG-13"
271,"Easy Gladiator","Action",35.96,2006,1,"G"
113,"California Birds","Sports",35.96,2006,1,"NC-17"
48,"Backlash Undefeated","Children",35.96,2006,1,"PG-13"
971,"Whale Bikini","Foreign",35.96,2006,1,"PG-13"
170,"Command Darling","Foreign",35.96,2006,1,"PG-13"
305,"Fatal Haunted","New",35.94,2006,1,"PG"
172,"Coneheads Smoochy","Drama",35.94,2006,1,"NC-17"
489,"Juggler Hardly","Animation",35.94,2006,1,"PG-13"
150,"Cider Desire","Documentary",35.88,2006,1,"PG"
322,"Flatliners Killer","Sports",35.88,2006,1,"G"
975,"Willow Tracy","Family",35.88,2006,1,"R"
672,"Perfect Groove","Comedy",35.88,2006,1,"PG-13"
476,"Jason Trap","Family",35.88,2006,1,"NC-17"
56,"Barefoot Manchurian","Action",35.88,2006,1,"G"
304,"Fargo Gandhi","Children",35.88,2006,1,"G"
166,"Color Philadelphia","Classics",35.88,2006,1,"G"
621,"Network Peak","Family",35.88,2006,1,"PG-13"
829,"Spinal Rocky","Family",35.88,2006,1,"PG-13"
99,"Bringing Hysterical","Comedy",35.88,2006,1,"PG"
649,"Oz Liaisons","Animation",35.88,2006,1,"R"
788,"Ship Wonderland","Documentary",35.88,2006,1,"R"
349,"Gangs Pride","Animation",35.88,2006,1,"PG-13"
351,"Gaslight Crusade","Horror",35.88,2006,1,"PG"
158,"Clones Pinocchio","Music",35.88,2006,1,"R"
707,"Quest Mussolini","Action",35.88,2006,1,"R"
782,"Shakespeare Saddle","Sports",35.88,2006,1,"PG-13"
162,"Clueless Bucket","Action",35.88,2006,1,"R"
396,"Hanging Deep","Drama",34.95,2006,1,"G"
670,"Pelican Comforts","Documentary",34.95,2006,1,"PG"
893,"Titans Jerk","Sci-Fi",34.95,2006,1,"PG"
307,"Fellowship Autumn","Travel",34.95,2006,1,"NC-17"
397,"Hanky October","Sci-Fi",34.95,2006,1,"NC-17"
336,"French Holiday","Documentary",34.95,2006,1,"PG"
369,"Goodfellas Salute","Sci-Fi",34.95,2006,1,"PG"
521,"Lies Treatment","Drama",34.95,2006,1,"NC-17"
100,"Brooklyn Desert","Foreign",34.95,2006,1,"R"
791,"Show Lord","Documentary",34.95,2006,1,"PG-13"
873,"Sweethearts Suspects","Children",34.95,2006,1,"G"
174,"Confidential Interview","Music",34.95,2006,1,"NC-17"
403,"Harry Idaho","Drama",34.95,2006,1,"PG-13"
73,"Bingo Talented","Sci-Fi",34.95,2006,1,"PG-13"
551,"Maiden Home","New",34.95,2006,1,"PG"
114,"Camelot Vacation","Sci-Fi",34.95,2006,1,"NC-17"
901,"Tracy Cider","Animation",34.95,2006,1,"G"
685,"Platoon Instinct","New",34.93,2006,1,"PG-13"
666,"Paycheck Wait","Drama",34.93,2006,1,"PG-13"
583,"Mission Zoolander","Animation",34.93,2006,1,"PG-13"
708,"Quills Bull","Documentary",34.93,2006,1,"R"
734,"Road Roxanne","Documentary",34.93,2006,1,"R"
346,"Galaxy Sweethearts","Classics",34.93,2006,1,"R"
861,"Suit Walls","Games",34.93,2006,1,"R"
994,"Wyoming Storm","New",34.93,2006,1,"PG-13"
565,"Matrix Snowman","Foreign",34.93,2006,1,"PG-13"
627,"North Tequila","Documentary",34.93,2006,1,"NC-17"
989,"Working Microcosmos","Travel",34.93,2006,1,"R"
852,"Strangelove Desire","Children",34.93,2006,1,"NC-17"
396,"Hanging Deep","Drama",34.93,2006,1,"G"
633,"October Submarine","Classics",34.93,2006,1,"PG-13"
179,"Conquerer Nuts","Drama",34.93,2006,1,"G"
771,"Scorpion Apollo","Drama",34.93,2006,1,"NC-17"
869,"Suspects Quills","Action",34.93,2006,1,"PG"
969,"West Lion","Drama",34.93,2006,1,"G"
973,"Wife Turn","Documentary",34.93,2006,1,"NC-17"
501,"Kissing Dolls","Action",34.93,2006,1,"R"
8,"Airport Pollock","Horror",34.93,2006,1,"R"
44,"Attacks Hate","Sci-Fi",34.93,2006,1,"PG-13"
409,"Heartbreakers Bright","Children",34.93,2006,1,"G"
881,"Temple Attraction","Horror",34.93,2006,1,"PG"
21,"American Circus","Action",34.93,2006,1,"R"
267,"Eagles Panky","New",34.93,2006,1,"NC-17"
551,"Maiden Home","New",34.93,2006,1,"PG"
887,"Thief Pelican","Animation",34.93,2006,1,"PG-13"
506,"Lady Stage","Horror",34.93,2006,1,"PG"
579,"Minds Truman","Action",32.97,2006,1,"PG-13"
21,"American Circus","Action",32.97,2006,1,"R"
327,"Fool Mockingbird","Action",32.97,2006,1,"PG"
946,"Virtual Spoilers","Family",32.97,2006,1,"NC-17"
878,"Teen Apollo","Travel",32.97,2006,1,"G"
444,"Hustler Party","Comedy",32.97,2006,1,"NC-17"
324,"Flintstones Happiness","Comedy",32.97,2006,1,"PG-13"
474,"Jade Bunch","Sports",32.89,2006,1,"NC-17"
410,"Heaven Freedom","Comedy",32.89,2006,1,"PG"
463,"Instinct Airport","Sports",32.89,2006,1,"PG"
302,"Fantasia Park","Games",32.89,2006,1,"G"
55,"Barbarella Streetcar","Sci-Fi",32.89,2006,1,"G"
572,"Metropolis Coma","Sci-Fi",32.89,2006,1,"PG-13"
792,"Shrek License","Foreign",32.89,2006,1,"PG-13"
231,"Dinosaur Secretary","Family",32.89,2006,1,"R"
254,"Driver Annie","Sports",32.89,2006,1,"PG-13"
51,"Balloon Homeward","Music",32.89,2006,1,"NC-17"
702,"Pulp Beverly","Horror",32.89,2006,1,"G"
505,"Labyrinth League","Children",32.89,2006,1,"PG-13"
841,"Star Operation","Sports",32.89,2006,1,"PG"
756,"Saddle Antitrust","Comedy",32.89,2006,1,"PG-13"
847,"Stock Glass","New",32.89,2006,1,"PG"
15,"Alien Center","Foreign",32.89,2006,1,"NC-17"
433,"Horn Working","Animation",32.89,2006,1,"PG"
895,"Tomorrow Hustler","Classics",32.89,2006,1,"R"
222,"Desert Poseidon","Horror",31.96,2006,1,"R"
439,"Hunchback Impossible","Drama",31.96,2006,1,"PG-13"
871,"Sweden Shining","Comedy",31.96,2006,1,"PG"
159,"Closer Bang","Comedy",31.96,2006,1,"R"
244,"Dorado Notting","Music",31.96,2006,1,"NC-17"
502,"Knock Warlock","Comedy",31.96,2006,1,"PG-13"
583,"Mission Zoolander","Animation",31.96,2006,1,"PG-13"
706,"Queen Luke","Drama",31.96,2006,1,"PG"
197,"Crusade Honey","Sports",31.96,2006,1,"R"
775,"Seattle Expecations","Drama",31.96,2006,1,"PG-13"
294,"Expecations Natural","Travel",31.96,2006,1,"PG-13"
720,"Redemption Comforts","New",31.96,2006,1,"NC-17"
979,"Witches Panic","Drama",31.96,2006,1,"NC-17"
274,"Egg Igby","Documentary",31.96,2006,1,"PG"
691,"Poseidon Forever","Sports",31.96,2006,1,"PG-13"
973,"Wife Turn","Documentary",31.96,2006,1,"NC-17"
519,"Liberty Magnificent","Sports",31.96,2006,1,"G"
933,"Vampire Whale","New",31.96,2006,1,"NC-17"
964,"Waterfront Deliverance","Action",31.96,2006,1,"G"
10,"Aladdin Calendar","Sports",31.96,2006,1,"NC-17"
662,"Paths Control","Drama",31.96,2006,1,"PG"
572,"Metropolis Coma","Sci-Fi",31.96,2006,1,"PG-13"
527,"Lola Agent","Horror",31.96,2006,1,"PG"
814,"Snatch Slipper","Comedy",31.96,2006,1,"PG"
284,"Enemy Odds","Music",31.96,2006,1,"NC-17"
37,"Arizona Bang","Classics",31.96,2006,1,"PG"
665,"Patton Interview","Horror",31.96,2006,1,"PG"
763,"Satisfaction Confidential","Sports",29.97,2006,1,"G"
985,"Wonderland Christmas","Sci-Fi",29.97,2006,1,"PG"
21,"American Circus","Action",29.97,2006,1,"R"
460,"Innocent Usual","Foreign",29.97,2006,1,"PG-13"
946,"Virtual Spoilers","Family",29.97,2006,1,"NC-17"
46,"Autumn Crow","Games",29.97,2006,1,"G"
527,"Lola Agent","Horror",29.97,2006,1,"PG"
324,"Flintstones Happiness","Comedy",29.97,2006,1,"PG-13"
908,"Trap Guys","Foreign",29.97,2006,1,"G"
897,"Torque Bound","Drama",29.97,2006,1,"G"
575,"Midsummer Groundhog","Documentary",29.97,2006,1,"G"
583,"Mission Zoolander","Animation",29.97,2006,1,"PG-13"
596,"Moonshine Cabin","Games",29.97,2006,1,"PG-13"
865,"Sunrise League","Animation",29.97,2006,1,"PG-13"
854,"Strangers Graffiti","Horror",29.97,2006,1,"R"
112,"Calendar Gunfight","Foreign",29.97,2006,1,"NC-17"
846,"Sting Personal","New",29.97,2006,1,"NC-17"
260,"Dude Blindness","Sports",29.97,2006,1,"G"
798,"Silverado Goldfinger","Sci-Fi",29.97,2006,1,"PG"
227,"Details Packer","Games",29.97,2006,1,"R"
778,"Secrets Paradise","Family",29.97,2006,1,"G"
215,"Dawn Pond","Games",29.97,2006,1,"PG"
295,"Expendable Stallion","Documentary",29.95,2006,1,"PG"
292,"Excitement Eve","Action",29.95,2006,1,"G"
838,"Stagecoach Armageddon","Action",29.95,2006,1,"R"
891,"Timberland Sky","Classics",29.95,2006,1,"G"
446,"Hysterical Grail","Sports",29.95,2006,1,"PG"
334,"Freddy Storm","Horror",29.95,2006,1,"NC-17"
704,"Pure Runner","Comedy",29.95,2006,1,"NC-17"
8,"Airport Pollock","Horror",29.95,2006,1,"R"
204,"Dalmations Sweden","Drama",29.95,2006,1,"PG"
31,"Apache Divine","Family",29.95,2006,1,"NC-17"
101,"Brotherhood Blanket","Documentary",29.95,2006,1,"R"
307,"Fellowship Autumn","Travel",29.95,2006,1,"NC-17"
183,"Conversation Downhill","Family",29.95,2006,1,"R"
571,"Metal Armageddon","Documentary",29.95,2006,1,"PG-13"
702,"Pulp Beverly","Horror",29.94,2006,1,"G"
730,"Ridgemont Submarine","New",29.94,2006,1,"PG-13"
711,"Raging Airplane","Sci-Fi",29.94,2006,1,"R"
968,"Werewolf Lola","Action",29.94,2006,1,"G"
871,"Sweden Shining","Comedy",29.94,2006,1,"PG"
625,"None Spiking","Sci-Fi",29.94,2006,1,"NC-17"
768,"Scarface Bang","Children",29.94,2006,1,"PG-13"
95,"Breakfast Goldfinger","New",29.94,2006,1,"G"
202,"Daddy Pittsburgh","Comedy",29.94,2006,1,"G"
365,"Gold River","Comedy",29.94,2006,1,"R"
271,"Easy Gladiator","Action",29.94,2006,1,"G"
775,"Seattle Expecations","Drama",29.94,2006,1,"PG-13"
972,"Whisperer Giant","Sci-Fi",29.94,2006,1,"PG-13"
859,"Sugar Wonka","Animation",29.94,2006,1,"PG"
272,"Edge Kissing","Drama",29.94,2006,1,"NC-17"
361,"Gleaming Jawbreaker","Sports",29.94,2006,1,"NC-17"
279,"Elizabeth Shane","Sports",29.94,2006,1,"NC-17"
739,"Rocky War","Drama",29.94,2006,1,"PG-13"
